POINT (-97.341345 30.119811)	48	021		110477233412		C3061
POINT (-97.293946 30.090945)	48	021		110477233906		C3061
POINT (-97.279537 30.088044)	48	021		110477233920		C3061
POINT (-97.277457 30.095476)	48	021		110477233923		C3061
POINT (-97.601584 30.088854)	48	021		110477234027		C3061
POINT (-97.48209 29.93948)	48	021		110477236135		C3061
POINT (-97.358459 30.08733)	48	021		110477236346		C3061
POINT (-97.356776 30.087604)	48	021		110477236351		C3061
POINT (-97.359976 30.083509)	48	021		110477236356		C3061
POINT (-97.363268 30.347138)	48	021		110477237028		C3061
POINT (-97.604823 30.077126)	48	021		110477238159		C3061
POINT (-97.34373 30.120384)	48	021		110477238320		C3061
POINT (-97.343107 30.118544)	48	021		110477238358		C3061
POINT (-97.343107 30.120047)	48	021		110477238362		C3061
POINT (-97.341345 30.118418)	48	021		110477238371		C3061
POINT (-97.436044 29.963156)	48	021		110477239427		C3061
POINT (-97.445363 29.948759)	48	021		110477239573		C3061
POINT (-97.418324 30.219248)	48	021		110477242892		C3061
POINT (-97.44846 30.241717)	48	021		110477243353		C3061
POINT (-97.321952 30.111808)	48	021		110477422179	City Park	K2190
POINT (-97.162005 29.964839)	48	021		110477422453	Bradshaw Ranch Arprt	K2451
POINT (-97.133574 30.242372)	48	021		110477422727	Duff Goober Ranch Arprt	K2451
POINT (-99.271003 33.650542)	48	023		110218143063	Seymour Municipal Arprt	K2451
POINT (-99.27222 33.569272)	48	023		110218143064	Seymour Country Club	K2561
POINT (-97.736717 28.39446)	48	025		110218214214		C3061
POINT (-97.730004 28.402183)	48	025		110218216866		C3061
POINT (-97.732449 28.382178)	48	025		110218216944		C3061
POINT (-97.857949 28.592895)	48	025		110218223042		C3061
POINT (-97.705279 28.343694)	48	025		110218231340		C3061
POINT (-97.696957 28.381574)	48	025		110218234256		C3061
POINT (-97.890872 28.65782)	48	025		110218234400		C3061
POINT (-97.648262 28.221141)	48	025		110218235892		C3061
POINT (-97.771816 28.4566)	48	025		110218240341		C3061
POINT (-97.760413 28.447125)	48	025		110218240358		C3061
POINT (-97.762484 28.44814)	48	025		110218241338		C3061
POINT (-97.761924 28.448458)	48	025		110218241352		C3061
POINT (-97.78028 28.417873)	48	025		110218241434		C3061
POINT (-97.765108 28.391155)	48	025		110218241476		C3061
POINT (-97.881784 28.534239)	48	025		110218452415	Meyer Ranch Airfield	K2451
POINT (-97.88468 28.572106)	48	025		110218452416	South Texas Childrens Home	K3544
POINT (-97.731437 28.40748)	48	025		110218452417	Beeville Memorial Hosp	K1231
POINT (-97.745279 28.404908)	48	025		110218452418	Klipstein Park	K2190
POINT (-97.507331 30.955713)	48	027		110477798564		C3061
POINT (-97.508724 30.953574)	48	027		110477798570		C3061
POINT (-97.509634 30.95552)	48	027		110477798575		C3061
POINT (-97.521607 31.09516)	48	027		110477800243		C3061
POINT (-97.501645 31.107301)	48	027		110477800250		C3061
POINT (-97.502934 31.107326)	48	027		110477800253		C3061
POINT (-97.779068 30.997847)	48	027		110477800291		C3061
POINT (-97.904567 31.054517)	48	027		110477800348		C3061
POINT (-97.44555 31.18121)	48	027		110477800376		C3061
POINT (-97.445608 31.179598)	48	027		110477800391		C3061
POINT (-97.613497 30.995044)	48	027		110477800396		C3061
POINT (-97.579468 30.941388)	48	027		110477800401		C3061
POINT (-97.549733 31.07034)	48	027		110477800406		C3061
POINT (-97.550968 31.072975)	48	027		110477800409		C3061
POINT (-97.624775 31.087013)	48	027		110477800418		C3061
POINT (-97.58466 30.935098)	48	027		110477800427		C3061
POINT (-97.583733 30.937462)	48	027		110477800451		C3061
POINT (-97.607086 30.92758)	48	027		110477800459		C3061
POINT (-97.590988 30.935547)	48	027		110477800466		C3061
POINT (-97.608277 30.935141)	48	027		110477800472		C3061
POINT (-97.600281 30.948853)	48	027		110477800477		C3061
POINT (-97.609566 30.940708)	48	027		110477800480		C3061
POINT (-97.600044 30.938946)	48	027		110477800488		C3061
POINT (-97.589401 30.947889)	48	027		110477800505		C3061
POINT (-97.593719 30.939735)	48	027		110477800517		C3061
POINT (-97.59655 30.94635)	48	027		110477800520		C3061
POINT (-97.532896 31.119811)	48	027		110477801598		C3061
POINT (-97.530255 31.119152)	48	027		110477801601		C3061
POINT (-97.531515 31.119527)	48	027		110477801745		C3061
POINT (-97.579372 31.090953)	48	027		110477801884		C3061
POINT (-97.383263 31.033552)	48	027		110477804787		C3061
POINT (-97.34843 31.029508)	48	027		110477804812		C3061
POINT (-97.352676 31.017332)	48	027		110477804824		C3061
POINT (-97.350845 31.01676)	48	027		110477804830		C3061
POINT (-97.751099 31.018637)	48	027		110477805345		C3061
